10:100=946:675:5249:4150:52727
30:1300=1222:675:225:323:7497
30:1600=1360:675:154:240:5317
30:1900=1346:675:174:229:4930
30:2200=1399:675:140:189:4049
30:2500=1332:675:119:181:4030
30:2800=1108:675:111:215:4038
30:3100=1257:675:89:141:3416
40:100=1244:675:1366:1374:54316
40:400=1211:675:966:983:36667
40:700=1266:675:570:625:19963
40:1000=1334:675:302:362:11353
40:1300=1322:675:283:345:9806
40:1600=1207:675:249:324:9059
40:1900=1235:675:229:268:7942
40:2200=1085:675:199:288:6947
40:2500=1160:675:168:229:6352
40:2800=1146:675:121:253:5366
40:3100=1142:675:111:182:4871
50:100=1121:675:1239:1300:60072
50:400=1157:675:920:1016:45323
50:700=1269:675:508:586:23320
50:1000=1275:675:340:439:15321
50:1300=1226:675:277:345:12968
50:1600=1227:675:245:283:10048
50:1900=1151:675:279:340:11836
50:2200=1279:675:191:248:8563
50:2500=1083:675:172:221:7598
50:2800=1179:675:157:231:6813
50:3100=1035:675:242:324:9371
60:100=1011:675:1149:1218:67748
60:400=1250:675:706:828:41356
60:700=1263:675:483:565:26640
60:1000=1207:675:420:503:20034
60:1300=1293:675:264:317:13555
60:1600=1246:675:252:331:11695
60:1900=1255:675:259:312:13629
60:2200=1125:675:260:315:11892
60:2500=1147:675:205:291:10080
60:2800=1052:675:268:322:13328
60:3100=1066:675:207:289:10224
70:100=1084:675:973:1042:62345
70:400=1168:675:681:773:44559
70:700=1175:675:582:625:38134
70:1000=1188:675:404:469:22227
70:1300=1144:675:412:485:22342
70:1600=1170:675:259:358:14620
70:1900=1133:675:234:322:13824
70:2200=1100:675:259:314:14871
70:2500=983:675:300:385:17805
70:2800=1071:675:179:281:9821
70:3100=1083:675:138:279:7797
80:100=1047:675:899:944:64896
80:400=1114:675:667:766:51960
80:700=1267:675:516:590:30845
80:1000=969:675:608:683:38990
80:1300=1259:675:360:426:19930
80:1600=1072:675:396:453:26883
80:1900=1131:675:275:360:18221
80:2200=1095:675:290:383:16467
80:2500=1058:675:287:391:18365
80:2800=973:675:344:417:24009
80:3100=1002:675:276:315:17893
90:100=1151:675:688:804:58728
90:400=1186:675:587:696:47162
90:700=1066:675:549:680:41851
90:1000=1183:675:365:471:25691
90:1300=1255:675:161:414:15066
90:1600=1136:675:391:464:26756
90:1900=943:675:443:520:29238
90:2200=1024:675:302:407:20953
90:2500=1036:675:314:371:20094
90:2800=1014:675:315:366:20752
90:3100=1057:675:174:334:12108
100:100=1117:675:683:740:61502
100:400=1060:675:663:687:57171
100:700=1076:675:535:615:45028
100:1000=882:675:551:628:47989
100:1300=943:675:478:571:35971
100:1600=780:675:597:691:47451
100:1900=894:675:447:508:35971
100:2200=800:675:566:646:38993
100:2500=876:675:429:540:33131
100:2800=1055:675:220:315:15117
100:3100=805:675:478:519:34581
110:100=733:675:952:1022:93755
FINISHED
20:200=1026:675:2367:2163:47104
20:400=982:675:1385:1368:27491
20:600=1144:675:693:734:14552
20:800=1276:675:421:459:8625
20:1000=1353:675:279:316:6170
20:1200=1317:675:248:267:5539
20:1400=1150:675:256:292:5544
20:1600=1363:675:162:221:4005
20:1800=1174:675:173:263:4139
20:2000=1094:675:174:225:4224
20:2200=1126:675:154:221:3852
20:2400=1117:675:141:207:3583
20:2600=1249:675:110:188:2980
25:200=1053:675:2259:2160:56801
25:400=978:675:1265:1247:31275
25:600=1297:675:519:553:13076
25:800=1372:675:412:453:9999
25:1000=1226:675:300:379:8078
25:1200=1194:675:247:320:6743
25:1400=1229:675:210:267:6017
25:1600=1250:675:214:265:5579
25:1800=1321:675:152:221:4490
25:2000=1122:675:191:243:4922
25:2200=1146:675:150:237:4483
25:2400=1178:675:128:208:3917
25:2600=1053:675:140:201:4256
30:200=940:675:2073:2056:61882
30:400=1111:675:963:987:28280
30:600=1157:675:696:746:20588
30:800=1258:675:422:523:12768
30:1000=1420:675:312:349:9025
30:1200=1466:675:225:310:6607
30:1400=1337:675:240:290:6838
30:1600=1227:675:215:242:6103
30:1800=1164:675:177:236:5919
30:2000=1327:675:172:227:5197
30:2200=1085:675:168:242:5386
30:2400=1061:675:178:249:5649
30:2600=1118:675:123:231:4347
35:200=1174:675:1424:1402:49099
35:400=1130:675:1055:1076:35505
35:600=1259:675:644:694:21194
35:800=1311:675:431:471:14305
35:1000=1322:675:362:416:11876
35:1200=1224:675:275:330:9648
35:1400=1168:675:278:346:9312
35:1600=1281:675:217:267:7240
35:1800=1238:675:194:281:6279
35:2000=1317:675:126:192:5172
35:2200=1233:675:136:232:5286
35:2400=1158:675:166:307:5684
35:2600=1181:675:141:209:4984
40:200=1173:675:1237:1215:47668
40:400=1177:675:925:936:35879
40:600=1169:675:628:736:23375
40:800=1421:675:377:486:14081
40:1000=1300:675:344:421:12686
40:1200=1164:675:300:391:11473
40:1400=1224:675:214:343:8517
40:1600=1197:675:271:321:9365
40:1800=1311:675:175:233:6773
40:2000=1291:675:209:307:7512
40:2200=1153:675:129:234:5879
40:2400=1095:675:194:281:7084
40:2600=1033:675:179:236:6842
45:200=1153:675:1199:1185:51892
45:400=1292:675:766:835:33249
45:600=1336:675:542:647:23319
45:800=1223:675:550:596:20461
45:1000=1192:675:380:432:15441
45:1200=1266:675:205:364:9775
45:1400=1254:675:281:354:11236
45:1600=1163:675:239:313:10083
45:1800=1212:675:209:268:8345
45:2000=1211:675:222:303:8559
45:2200=1221:675:163:231:6658
45:2400=1090:675:178:279:7058
45:2600=1149:675:175:233:6591
50:200=1046:675:1289:1322:61740
50:400=1213:675:856:985:41711
50:600=1328:675:556:625:25693
50:800=1207:675:431:533:19879
50:1000=1316:675:288:418:13660
50:1200=1207:675:263:376:12517
50:1400=1111:675:336:387:15451
50:1600=1184:675:194:330:9284
50:1800=1260:675:237:298:10315
50:2000=1219:675:247:277:9990
50:2200=1218:675:162:262:7850
50:2400=1226:675:126:232:6705
50:2600=1273:675:126:188:6073
55:200=1137:675:1125:1160:59064
55:400=1189:675:878:902:42620
55:600=1295:675:541:647:27330
55:800=1384:675:374:507:19150
55:1000=1291:675:294:392:14807
55:1200=1307:675:273:371:12446
55:1400=1196:675:270:376:13029
55:1600=1230:675:256:342:11551
55:1800=1258:675:251:307:12185
55:2000=1230:675:208:270:9455
55:2200=1121:675:166:254:8554
55:2400=1114:675:129:259:7696
55:2600=1162:675:177:273:7859
60:200=1113:675:1023:1121:59839
FINISHED
25:800=1278:675:382:417:9740
25:850=1401:675:328:357:8095
25:900=1235:675:389:454:9703
25:950=1398:675:281:316:7449
25:1000=1354:675:308:348:7828
25:1050=1265:675:290:345:7481
25:1100=1325:675:274:302:6840
25:1150=1335:675:259:302:6822
25:1200=1396:675:204:279:5827
25:1250=1184:675:256:335:6587
25:1300=1379:675:191:285:5468
25:1350=1320:675:186:261:5374
25:1400=1213:675:208:281:5972
25:1450=1325:675:190:271:5365
25:1500=1237:675:212:274:5495
25:1550=1338:675:211:256:5485
25:1600=1355:675:189:212:4924
25:1650=1194:675:222:265:5802
25:1700=1259:675:195:262:5070
25:1750=1233:675:199:267:5130
25:1800=1291:675:168:222:4589
30:800=1322:675:391:448:11540
30:850=1352:675:343:433:10610
30:900=1314:675:372:431:10991
30:950=1387:675:322:373:9348
30:1000=1403:675:265:350:8631
30:1050=1283:675:293:353:8541
30:1100=1263:675:251:360:8044
30:1150=1252:675:308:336:8753
30:1200=1414:675:237:290:6936
30:1250=1270:675:246:320:7542
30:1300=1208:675:270:328:7884
30:1350=1313:675:212:277:6640
30:1400=1276:675:202:284:6321
30:1450=1235:675:192:294:6489
30:1500=1325:675:169:264:5605
30:1550=1418:675:150:239:5216
30:1600=1266:675:199:284:5855
30:1650=1270:675:180:260:5832
30:1700=1181:675:172:286:5796
30:1750=1180:675:223:264:6524
30:1800=1166:675:179:312:5926
35:800=1201:675:376:524:13683
35:850=1235:675:413:514:14088
35:900=1237:675:344:420:11667
35:950=1199:675:395:457:13833
35:1000=1272:675:361:402:12269
35:1050=1309:675:271:388:9555
35:1100=1263:675:331:370:10201
35:1150=1464:675:240:302:7831
35:1200=1338:675:241:291:8319
35:1250=1296:675:205:307:7796
35:1300=1223:675:254:319:8802
35:1350=1414:675:203:288:6603
35:1400=1294:675:193:313:7446
35:1450=1224:675:177:338:6940
35:1500=1369:675:163:238:6310
35:1550=1205:675:240:307:7566
35:1600=1409:675:224:272:7444
35:1650=1303:675:214:243:7164
35:1700=1210:675:197:249:6741
35:1750=1235:675:202:275:6704
35:1800=1200:675:199:259:6965
40:800=1164:675:552:619:19953
40:850=1173:675:435:503:16036
40:900=1302:675:330:422:12618
40:950=1180:675:450:517:16118
40:1000=1287:675:343:375:12919
40:1050=1481:675:219:357:9249
40:1100=1176:675:331:398:12162
40:1150=1437:675:240:342:9381
40:1200=1316:675:282:326:9833
40:1250=1215:675:291:332:11032
40:1300=1290:675:188:299:8180
40:1350=1261:675:236:326:8625
40:1400=1355:675:215:305:7542
40:1450=1225:675:272:310:10226
40:1500=1284:675:217:281:8371
40:1550=1352:675:225:239:7795
40:1600=1318:675:157:255:6957
40:1650=1207:675:229:306:8144
40:1700=1183:675:220:265:7577
40:1750=1319:675:191:250:7048
40:1800=1177:675:270:342:9148
45:800=1333:675:398:473:16719
FINISHED
25:570=1160:6789:7148:7388:185034
25:590=1191:6789:6692:7025:173374
25:610=1186:6789:6435:6857:167256
25:630=1200:6789:6106:6426:159131
25:650=1192:6789:5869:6293:153666
25:670=1240:6789:5139:5567:135309
25:690=1233:6789:5135:5569:134712
25:710=1249:6789:4846:5172:128269
25:730=1264:6789:4615:5043:121754
ABORTED
25:400=1091:6789:11780:11696:299956
25:420=1083:6789:11287:11222:287943
25:440=1085:6789:9705:9764:248063
25:460=1106:6789:9854:10050:253168
25:480=1126:6789:9227:9351:236596
25:500=1133:6789:8835:8977:226909
25:520=1136:6789:8165:8433:210572
25:540=1162:6789:7703:7942:198861
25:560=1171:6789:7190:7488:185967
25:580=1187:6789:6734:7064:175351
25:600=1189:6789:6532:6896:169810
25:620=1183:6789:6200:6560:161316
25:640=1202:6789:6061:6432:158361
25:660=1222:6789:5591:5950:146739
25:680=1202:6789:5469:5902:142908
25:700=1250:6789:5084:5470:133878
25:720=1229:6789:4998:5364:131358
25:740=1224:6789:4777:5313:125641
25:760=1254:6789:4619:4959:122018
25:780=1315:6789:4016:4472:107306
25:800=1294:6789:4105:4576:109412
25:820=1270:6789:3966:4523:105704
ABORTED
25:600=1206:6789:6230:6654:162495
25:650=1234:6789:5705:6076:149210
25:700=1200:6789:5259:5613:138096
25:750=1264:6789:4619:4987:121932
25:800=1297:6789:4066:4476:107992
25:850=1300:6789:3565:4053:95864
25:900=1302:6789:3325:3829:90412
25:950=1299:6789:3058:3553:83009
25:1000=1356:6789:2739:3191:75000
25:1050=1297:6789:2693:3184:73951
25:1100=1318:6789:2513:3031:69790
25:1150=1346:6789:2330:2818:65101
25:1200=1348:6789:2225:2757:62691
25:1250=1324:6789:2139:2685:60725
25:1300=1287:6789:2193:2719:61617
25:1350=1312:6789:2050:2578:57975
25:1400=1326:6789:1926:2426:54774
25:1450=1293:6789:1868:2418:54136
25:1500=1279:6789:1852:2364:53620
25:1550=1300:6789:1737:2249:50858
25:1600=1251:6789:1875:2364:53745
30:600=1228:6789:6031:6583:186870
30:650=1248:6789:5373:5877:167261
30:700=1250:6789:4957:5391:154376
30:750=1243:6789:4480:5033:140547
30:800=1248:6789:4196:4704:132354
30:850=1305:6789:3589:4076:114008
30:900=1322:6789:3130:3693:100878
30:950=1324:6789:3021:3630:97286
30:1000=1309:6789:2842:3490:91949
30:1050=1381:6789:2570:3079:83150
30:1100=1324:6789:2513:3044:82071
30:1150=1344:6789:2384:2956:78099
30:1200=1364:6789:2201:2791:72740
30:1250=1350:6789:2093:2620:69252
30:1300=1302:6789:2050:2605:68172
30:1350=1259:6789:2109:2683:70699
30:1400=1314:6789:1943:2470:65430
30:1450=1311:6789:1878:2484:63218
30:1500=1288:6789:1829:2380:61879
30:1550=1288:6789:1830:2370:61099
30:1600=1282:6789:1741:2275:59512
35:600=1255:6789:5805:6380:208673
35:650=1246:6789:5104:5705:184956
35:700=1245:6789:4838:5425:175254
35:750=1244:6789:4404:5012:160037
35:800=1270:6789:4047:4642:147749
35:850=1238:6789:3843:4449:140000
35:900=1310:6789:3227:3776:119033
35:950=1297:6789:3141:3738:115862
35:1000=1350:6789:2636:3230:98059
35:1050=1281:6789:2718:3368:100678
35:1100=1327:6789:2513:3087:93601
35:1150=1334:6789:2278:2826:86230
35:1200=1309:6789:2256:2849:84890
35:1250=1306:6789:2097:2726:79630
35:1300=1239:6789:2203:2839:83514
35:1350=1336:6789:1929:2498:73844
35:1400=1307:6789:1856:2493:72272
35:1450=1279:6789:1902:2469:72937
35:1500=1288:6789:1800:2386:69642
35:1550=1190:6789:1975:2560:75186
35:1600=1288:6789:1696:2260:66240
40:600=1286:6789:5440:5950:222840
40:650=1268:6789:5062:5695:208071
40:700=1314:6789:4387:4988:181746
40:750=1253:6789:4296:4832:177383
40:800=1253:6789:3987:4617:165112
40:850=1304:6789:3364:3992:140631
40:900=1277:6789:3199:3877:133895
40:950=1256:6789:3073:3696:128529
40:1000=1282:6789:2917:3479:122277
40:1050=1286:6789:2687:3333:112693
40:1100=1290:6789:2524:3227:108239
40:1150=1334:6789:2275:2841:96412
40:1200=1269:6789:2405:2939:101770
40:1250=1308:6789:2112:2699:90136
40:1300=1302:6789:2033:2622:88175
40:1350=1302:6789:2061:2605:88544
40:1400=1296:6789:1877:2553:82474
40:1450=1257:6789:1917:2588:82870
40:1500=1280:6789:1814:2413:79513
40:1550=1221:6789:2009:2563:84737
40:1600=1242:6789:1694:2307:74511
45:600=1308:6789:5368:5940:245543
45:650=1291:6789:4922:5549:226179
45:700=1321:6789:4307:4926:199676
45:750=1262:6789:4063:4866:188907
45:800=1308:6789:3284:3979:152783
45:850=1301:6789:3354:3956:155642
45:900=1239:6789:3399:4106:158536
45:950=1271:6789:3040:3732:141250
45:1000=1308:6789:2754:3478:129707
45:1050=1282:6789:2616:3328:122715
45:1100=1272:6789:2577:3144:121256
45:1150=1279:6789:2407:3124:113771
45:1200=1295:6789:2255:2779:106724
45:1250=1273:6789:2154:2843:102569
45:1300=1278:6789:2073:2736:98075
45:1350=1287:6789:2078:2709:97036
45:1400=1308:6789:1856:2453:90086
45:1450=1278:6789:1827:2426:89632
45:1500=1328:6789:1790:2394:84942
45:1550=1288:6789:1698:2281:82378
45:1600=1272:6789:1593:2231:78885
25:600=1205:6789:6058:6482:157836
25:650=1197:6789:5685:6153:149108
25:700=1247:6789:4954:5405:130893
25:750=1266:6789:4426:4905:117492
25:800=1043:6789:5935:6371:155417
25:850=1275:6789:3727:4148:99950
25:900=1397:6789:2869:3428:79153
25:950=1335:6789:2935:3437:80445
25:1000=1327:6789:2756:3254:76179
25:1050=1349:6789:2640:3225:72691
25:1100=1334:6789:2406:2966:67644
25:1150=1304:6789:2451:2955:67796
25:1200=1336:6789:2225:2712:62562
25:1250=1295:6789:2240:2741:62833
25:1300=1303:6789:2101:2639:59347
25:1350=1292:6789:2051:2619:58168
25:1400=1314:6789:1908:2454:55184
25:1450=1303:6789:1968:2450:55789
25:1500=1271:6789:1903:2402:54449
25:1550=1296:6789:1784:2304:51753
25:1600=1246:6789:1825:2366:52585
30:600=1218:6789:6058:6565:188365
30:650=1207:6789:5623:6130:174819
30:700=1202:6789:5088:5672:159611
30:750=1263:6789:4613:5107:144386
30:800=1259:6789:4055:4570:127586
30:850=1313:6789:3574:4073:113402
30:900=1287:6789:3360:3951:106888
30:950=1314:6789:3009:3616:97471
30:1000=1326:6789:2797:3264:89876
30:1050=1317:6789:2663:3183:86117
30:1100=1393:6789:2347:2916:77139
30:1150=1276:6789:2446:3042:79879
30:1200=1342:6789:2173:2700:71514
30:1250=1312:6789:2159:2731:71185
30:1300=1283:6789:2076:2630:69481
30:1350=1305:6789:1947:2527:65677
30:1400=1285:6789:2006:2526:66573
30:1450=1310:6789:1868:2367:62613
30:1500=1336:6789:1810:2293:61163
30:1550=1300:6789:1788:2270:60595
30:1600=1308:6789:1677:2184:57553
35:600=1261:6789:5720:6266:206303
35:650=1219:6789:5388:5905:194329
35:700=1217:6789:4915:5563:177965
35:750=1250:6789:4197:4830:152571
35:800=1278:6789:3877:4459:141740
35:850=1262:6789:3634:4258:134091
35:900=1264:6789:3333:3954:123203
35:950=1276:6789:3173:3821:116981
35:1000=1364:6789:2567:3172:96092
35:1050=1278:6789:2626:3247:99067
35:1100=1279:6789:2563:3181:96114
35:1150=1301:6789:2389:2970:89543
35:1200=1338:6789:2150:2727:81553
35:1250=1286:6789:2183:2817:82925
35:1300=1303:6789:2101:2626:79272
35:1350=1293:6789:2052:2574:78228
35:1400=1260:6789:1971:2530:76505
35:1450=1305:6789:1872:2449:72087
35:1500=1274:6789:1869:2465:71866
35:1550=1318:6789:1727:2287:66963
35:1600=1253:6789:1753:2395:67706
40:600=1287:6789:5469:6038:224138
40:650=1278:6789:4928:5537:202082
40:700=1255:6789:4373:5020:180363
40:750=1257:6789:4310:4975:178055
40:800=1281:6789:3891:4512:161334
40:850=1298:6789:3388:4021:141256
40:900=1288:6789:3314:3989:137464
40:950=1322:6789:2868:3469:120272
40:1000=1282:6789:2791:3406:117669
40:1050=1322:6789:2578:3104:108882
40:1100=1309:6789:2470:3068:104680
40:1150=1302:6789:2391:2981:100999
40:1200=1318:6789:2209:2845:94531
40:1250=1325:6789:2003:2622:86824
40:1300=1299:6789:2056:2618:87330
40:1350=1300:6789:2004:2619:86199
40:1400=1303:6789:1901:2504:82973
40:1450=1271:6789:1858:2450:81715
40:1500=1290:6789:1872:2418:79992
40:1550=1276:6789:1738:2338:75145
40:1600=1269:6789:1717:2297:74716
45:600=1295:6789:5299:5944:245325
45:650=1303:6789:4793:5414:221028
45:700=1274:6789:4286:5046:199728
45:750=1275:6789:4062:4768:188134
45:800=1296:6789:3679:4375:171094
45:850=1259:6789:3394:4146:156980
45:900=1256:6789:3248:3943:152107
45:950=1271:6789:2951:3663:138833
45:1000=1287:6789:2742:3375:128382
45:1050=1268:6789:2697:3389:126593
45:1100=1332:6789:2339:2932:110004
45:1150=1280:6789:2422:3044:113434
45:1200=1265:6789:2230:2859:106054
45:1250=1259:6789:2232:2855:106675
45:1300=1285:6789:2037:2697:97142
45:1350=1230:6789:2128:2708:100716
45:1400=1331:6789:1841:2444:88097
45:1450=1280:6789:1805:2499:86864
45:1500=1253:6789:1819:2491:89210
45:1550=1276:6789:1828:2400:86963
45:1600=1291:6789:1679:2296:80934
